------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.7.2 date format M/d/yyyy at 100 Hz  Filter Normal -----------
Serial Number: TAS1H50200818
Start Time 14:24:00
Start Date 10/4/2023
Epoch Period (hh:mm:ss) 00:00:00
Download Time 14:26:03
Download Date 10/4/2023
Current Memory Address: 0
Current Battery Voltage: 4.15     Mode = 12
--------------------------------------------------
Accelerometer X,Accelerometer Y,Accelerometer Z
-0.176,0.039,1.316
0.055,-0.027,1.043
0.59,0.074,0.93
1.152,0.027,0.934
1.719,-0.012,0.953
2.301,0.07,1.012
2.762,0.086,1.055
2.84,-0.031,1.035
2.145,0.68,1.039
2.484,0.676,1.074
2.855,0.43,1.137
2.344,0.406,1.098
1.848,0.465,1.078
1.313,0.266,1
0.953,-0.055,1.125
0.707,-0.137,1.09
0.355,-0.273,1.227
-0.117,-0.508,1.266
-0.758,-0.648,1.039
-1.223,-0.699,1.066
-1.816,-0.75,1.078
-2.387,-0.766,1.07
-2.723,-0.691,1.063
-2.754,-0.711,1.098
-2.758,-0.664,1.109
-2.793,-0.211,1.07
-2.445,0,1.098
-2.004,0.047,1.039
-1.496,0.125,1.012
-1.332,0.07,0.777
-0.73,0.211,0.906
-0.422,0.098,0.898
0.133,0.039,1.035
0.719,0.141,1.117
1.148,0.113,1.023
1.609,0.07,0.93
2.074,0.055,0.973
2.395,0.047,1.023
2.465,0.09,1.035
1.688,0.23,1.043
1.984,0.414,1.043
2.652,0.004,1.063
2.672,-0.184,1.141
2.031,0.07,1.059
1.441,0.145,1.055
0.973,-0.078,1.207
0.633,-0.152,1.211
0.41,-0.086,1.207
0.148,-0.051,1.223
-0.32,-0.184,1.195
-0.586,-0.199,1.094
-0.871,-0.152,1.004
-1.098,-0.086,1.027
-1.262,-0.012,1.035
-1.305,-0.148,1.066
-1.273,-0.148,1.098
-1.242,-0.066,1.066
-1.07,0.008,1.059
-0.926,0.039,1.074
-0.734,0.059,1.066
-0.656,0.051,1.074
-0.465,-0.016,1.078
-0.313,-0.023,1.074
-0.133,-0.066,1.086
0.027,-0.078,1.07
0.004,-0.043,1.066
-0.023,-0.035,1.055
-0.148,-0.168,1.051
-0.086,-0.066,1.055
-0.094,-0.055,1.063
0.016,-0.004,1.066
0.059,0.016,1.055
0.066,0.027,1.066
0.094,0.078,1.063
0.051,0.059,1.051
0.016,0.02,1.055
0,0,1.059
-0.008,-0.008,1.066
-0.008,-0.008,1.07
-0.012,-0.012,1.066
-0.012,-0.004,1.066
0.012,-0.008,1.051
-0.008,-0.008,1.059
-0.004,-0.004,1.063
-0.008,0,1.063
-0.004,0.012,1.063
-0.008,0.004,1.066
-0.02,-0.008,1.066
-0.027,-0.02,1.066
-0.027,-0.02,1.059
-0.078,0.043,0.996
-0.035,0.098,0.84
0.02,-0.023,0.969
0.02,-0.059,1.043
0.035,-0.047,1.055
0.02,-0.027,1.051
0.008,-0.016,1.055
0,-0.012,1.063
0.004,-0.012,1.066
0,-0.012,1.066
0.008,-0.012,1.063
0.008,-0.016,1.066
0.004,-0.02,1.066
0,-0.016,1.063
0.008,-0.016,1.059
0.008,-0.012,1.059
0.004,-0.008,1.063
0,-0.012,1.063
0.004,-0.012,1.059
0.004,-0.012,1.063
0.004,-0.02,1.063
0.004,-0.008,1.063
0,-0.008,1.063
0,-0.012,1.063
0,-0.012,1.063
0.008,-0.004,1.063
0.008,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
0.004,-0.008,1.063
0.004,-0.004,1.063
-0.012,0,1.059
-0.004,-0.008,1.063
0,-0.008,1.063
0.004,-0.004,1.063
0.004,-0.008,1.059
0.004,-0.008,1.063
0,-0.008,1.063
0,-0.012,1.066
0.012,-0.012,1.066
0.008,-0.012,1.066
0.004,-0.008,1.066
0.004,-0.012,1.063
0.004,-0.016,1.063
0.004,-0.016,1.063
0.004,-0.016,1.059
0.008,-0.012,1.063
0.004,-0.012,1.059
0.008,-0.008,1.066
0.004,-0.012,1.066
0.012,-0.012,1.066
0.008,-0.012,1.066
0.008,-0.008,1.059
0.004,0,1.059
0,-0.004,1.055
0.004,-0.012,1.059
0.004,-0.012,1.063
0,-0.016,1.059
0,-0.016,1.063
0,-0.012,1.063
0,-0.008,1.063
0.004,-0.008,1.066
0.004,-0.012,1.059
0.004,-0.008,1.055
0.004,-0.008,1.059
0.004,-0.012,1.055
0,-0.008,1.063
-0.008,-0.004,1.066
-0.215,0.055,1.066
-0.266,0.074,1.063
-0.109,0.027,1.074
0.074,-0.031,1.066
0.438,-0.008,1.066
0.285,-0.082,1.063
-0.066,-0.066,1.07
-0.008,-0.051,1.066
0.117,-0.098,1.063
0.031,-0.074,1.07
-0.059,0.039,1.07
-0.043,0.055,1.078
-0.031,0.047,1.07
-0.141,0.047,1.074
-0.027,-0.027,1.066
-0.008,-0.02,1.07
0.027,-0.031,1.055
0.004,-0.008,1.07
0.035,-0.016,1.059
0.047,0.02,1.09
0.035,0.008,1.066
0.02,0.004,1.063
0.016,0.008,1.07
-0.012,0,1.063
-0.02,0,1.063
-0.043,-0.02,1.063
-0.059,-0.02,1.086
-0.02,-0.035,1.133
0.031,-0.059,1.215
0.176,-0.082,1.535
0.152,0.234,2.375
0.074,0.508,3.184
0.172,0.637,3.707
-0.117,0.801,3.879
-0.488,0.891,3.734
-0.699,0.859,3.363
-0.844,0.766,2.941
-0.918,0.793,2.754
-0.945,0.719,2.59
-0.953,0.559,2.289
-0.977,0.301,1.805
-1.063,-0.016,1.063
-1.039,-0.297,0.277
-0.902,-0.586,-0.617
-0.723,-0.852,-1.637
-0.621,-1.031,-2.629
-0.477,-1.129,-3.34
-0.227,-1.293,-3.992
0.129,-1.621,-4.543
0.289,-1.883,-4.691
0.164,-1.977,-4.277
-0.082,-2.008,-3.563
-0.434,-2.063,-2.656
-0.785,-2.02,-1.387
-1.004,-1.84,0.25
-1.215,-1.453,2.152
-1.313,-0.805,4.27
-1.145,0.02,6.262
-0.836,0.633,7.457
-0.457,0.926,7.848
-0.223,0.988,7.512
-0.199,1.02,7.059
-0.215,0.922,6.406
-0.258,0.68,5.375
-0.273,0.359,4.098
-0.391,0.047,2.789
-0.531,-0.125,1.789
-0.613,-0.211,1.137
-0.598,-0.25,0.781
-0.566,-0.277,0.445
-0.527,-0.313,0.047
-0.363,-0.375,-0.395
-0.207,-0.48,-0.98
-0.176,-0.582,-1.625
-0.234,-0.664,-2.238
-0.32,-0.699,-2.688
-0.32,-0.645,-2.91
-0.387,-0.566,-2.984
-0.449,-0.5,-2.859
-0.488,-0.5,-2.633
-0.559,-0.559,-2.309
-0.605,-0.625,-1.785
-0.648,-0.66,-0.957
-0.777,-0.629,0.195
-0.934,-0.461,1.688
-0.977,-0.18,3.41
-0.875,0.141,5.023
-0.566,0.461,6.414
-0.207,0.598,7.156
0.031,0.617,7.316
0.188,0.543,6.992
0.234,0.34,6.195
0.137,0.094,5.121
-0.074,-0.063,4.137
-0.309,-0.109,3.332
-0.508,-0.125,2.715
-0.66,-0.133,2.156
-0.801,-0.172,1.543
-0.902,-0.219,0.938
-0.898,-0.281,0.27
-0.84,-0.371,-0.543
-0.773,-0.441,-1.406
-0.754,-0.48,-2.137
-0.746,-0.496,-2.715
-0.707,-0.531,-3.211
-0.598,-0.586,-3.574
-0.516,-0.617,-3.777
-0.5,-0.637,-3.797
-0.496,-0.66,-3.555
-0.547,-0.668,-2.992
-0.637,-0.719,-2.215
-0.719,-0.824,-1.297
-0.805,-0.887,-0.141
-0.914,-0.891,1.199
-1.043,-0.715,2.844
-1.059,-0.363,4.664
-0.781,0.047,6.313
-0.387,0.309,7.336
-0.031,0.414,7.594
0.246,0.391,7.324
0.438,0.309,6.793
0.441,0.18,5.965
0.301,0.066,5.039
0.07,0.012,4.156
-0.242,0.016,3.363
-0.535,0.012,2.582
-0.695,-0.074,1.762
-0.777,-0.168,0.961
-0.84,-0.223,0.215
-0.898,-0.242,-0.508
-0.887,-0.305,-1.273
-0.844,-0.406,-1.984
-0.773,-0.523,-2.523
-0.637,-0.637,-2.941
-0.484,-0.73,-3.219
-0.367,-0.785,-3.281
-0.313,-0.75,-3.094
-0.336,-0.672,-2.742
-0.453,-0.617,-2.383
-0.633,-0.633,-2.074
-0.777,-0.648,-1.621
-0.938,-0.605,-0.879
-1.133,-0.48,0.152
-1.363,-0.344,1.328
-1.434,-0.258,2.578
-1.168,-0.125,4.07
-0.645,0.008,5.539
-0.125,0.121,6.684
0.34,0.141,7.266
0.688,0.102,7.414
0.789,0.039,7.148
0.688,-0.051,6.488
0.473,-0.148,5.508
0.148,-0.234,4.371
-0.238,-0.238,3.32
-0.559,-0.219,2.473
-0.777,-0.23,1.762
-0.898,-0.277,1.082
-1.016,-0.316,0.48
-1.031,-0.371,-0.121
-0.934,-0.457,-0.824
-0.828,-0.598,-1.684
-0.758,-0.703,-2.445
-0.742,-0.742,-2.965
-0.648,-0.754,-3.281
-0.559,-0.75,-3.438
-0.559,-0.695,-3.371
-0.559,-0.648,-3.172
-0.566,-0.648,-2.922
-0.699,-0.648,-2.586
-0.898,-0.648,-2.047
-1.07,-0.652,-1.238
-1.246,-0.637,-0.152
-1.43,-0.574,1.211
-1.434,-0.371,2.988
-1.008,-0.133,4.844
-0.336,0.055,6.371
0.203,0.188,7.305
0.52,0.254,7.613
0.676,0.238,7.371
0.711,0.195,6.813
0.633,0.137,6.043
0.461,0.063,5.148
0.203,0.035,4.285
-0.148,0.055,3.48
-0.457,0.063,2.738
-0.652,0.027,2.012
-0.77,-0.027,1.301
-0.871,-0.051,0.66
-0.949,-0.059,0.113
-0.922,-0.094,-0.441
-0.91,-0.215,-1.18
-0.984,-0.34,-1.941
-1.012,-0.461,-2.547
-0.906,-0.594,-2.941
-0.789,-0.684,-3.156
-0.676,-0.742,-3.176
-0.578,-0.809,-3.09
-0.52,-0.863,-2.84
-0.512,-0.902,-2.504
-0.582,-0.914,-2.066
-0.691,-0.891,-1.551
-0.809,-0.813,-0.867
-0.93,-0.723,-0.098
-1.109,-0.629,0.781
-1.355,-0.5,1.855
-1.359,-0.324,3.207
-0.914,-0.086,4.832
-0.27,0.109,6.219
0.355,0.223,7.094
0.77,0.246,7.355
0.918,0.195,7.082
0.879,0.094,6.496
0.754,-0.012,5.738
0.563,-0.086,4.895
0.266,-0.117,4.055
-0.07,-0.129,3.27
-0.375,-0.152,2.555
-0.582,-0.211,1.844
-0.684,-0.297,1.172
-0.785,-0.336,0.59
-0.859,-0.352,0.113
-0.855,-0.383,-0.363
-0.809,-0.465,-0.898
-0.793,-0.566,-1.461
-0.785,-0.645,-1.926
-0.73,-0.699,-2.285
-0.668,-0.711,-2.531
-0.652,-0.699,-2.648
-0.637,-0.656,-2.641
-0.594,-0.637,-2.594
-0.57,-0.617,-2.477
-0.609,-0.609,-2.262
-0.715,-0.582,-1.918
-0.875,-0.516,-1.355
-0.996,-0.461,-0.684
-1.051,-0.438,0.094
-1.148,-0.457,0.984
-1.184,-0.422,2.125
-0.93,-0.316,3.613
-0.441,-0.168,5.133
0.176,0.023,6.465
0.652,0.141,7.137
0.883,0.195,7.18
0.891,0.164,6.734
0.824,0.105,6.113
0.668,0.07,5.441
0.367,0.07,4.75
-0.016,0.074,3.988
-0.355,0.074,3.266
-0.641,0.07,2.594
-0.852,0.066,2.035
-0.977,0.027,1.523
-1.047,-0.063,0.996
-1.07,-0.137,0.52
-0.973,-0.25,0.004
-0.863,-0.375,-0.563
-0.82,-0.48,-1.102
-0.766,-0.605,-1.59
-0.664,-0.75,-2.012
-0.586,-0.84,-2.332
-0.512,-0.871,-2.566
-0.453,-0.875,-2.711
-0.391,-0.859,-2.742
-0.293,-0.863,-2.668
-0.277,-0.832,-2.488
-0.324,-0.797,-2.219
-0.453,-0.777,-1.922
-0.559,-0.758,-1.473
-0.652,-0.676,-0.793
-0.738,-0.566,0.027
-0.871,-0.449,0.906
-1.082,-0.277,1.844
-1.168,-0.008,2.945
-0.98,0.176,3.949
-0.617,0.359,4.891
-0.277,0.477,5.605
0.016,0.508,5.926
0.281,0.512,6.129
0.531,0.438,6.113
0.691,0.328,5.914
0.75,0.211,5.48
0.68,0.121,4.852
0.477,0.039,4.102
0.168,-0.004,3.309
-0.16,-0.016,2.563
-0.418,-0.016,1.938
-0.586,-0.031,1.414
-0.652,-0.047,0.961
-0.66,-0.086,0.613
-0.617,-0.121,0.324
-0.582,-0.156,0.07
-0.578,-0.215,-0.211
-0.621,-0.277,-0.52
-0.613,-0.383,-0.906
-0.586,-0.504,-1.316
-0.574,-0.574,-1.574
-0.496,-0.605,-1.75
-0.398,-0.613,-1.832
-0.324,-0.578,-1.883
-0.281,-0.609,-2.059
-0.27,-0.66,-2.246
-0.316,-0.707,-2.418
-0.426,-0.719,-2.504
-0.563,-0.699,-2.367
-0.668,-0.641,-1.953
-0.754,-0.59,-1.316
-0.813,-0.535,-0.457
-0.898,-0.449,0.641
-0.98,-0.207,2.066
-0.719,0.188,3.73
-0.184,0.488,4.941
0.219,0.652,5.414
0.301,0.707,5.164
0.293,0.66,4.512
0.309,0.664,3.914
0.316,0.648,3.457
0.309,0.582,3.039
0.305,0.453,2.551
0.281,0.266,1.98
0.18,0.055,1.367
0.035,-0.082,0.875
-0.043,-0.16,0.605
-0.086,-0.188,0.52
-0.094,-0.176,0.563
-0.07,-0.141,0.668
-0.055,-0.098,0.773
-0.063,-0.066,0.848
-0.055,-0.043,0.918
-0.02,-0.063,0.961
0.031,-0.066,1.043
0.07,-0.063,1.113
0.098,-0.043,1.203
0.133,-0.012,1.277
0.117,0.004,1.27
0.082,0.016,1.234
0.047,0.02,1.18
0.016,0.07,1.168
-0.016,0.082,1.117
-0.039,0.066,1.02
-0.07,0.051,0.926
-0.059,0.027,0.871
-0.027,0.016,0.867
-0.012,-0.012,0.879
0.02,-0.02,0.961
0.055,-0.023,1.094
0.098,-0.031,1.203
0.141,-0.051,1.246
0.148,-0.07,1.234
0.137,-0.098,1.184
0.117,-0.105,1.129
0.098,-0.098,1.078
0.078,-0.07,1.027
0.055,-0.047,1.023
0.027,-0.012,1.012
0.004,0.012,0.984
-0.035,0,0.891
-0.074,-0.016,0.797
-0.086,-0.016,0.762
-0.066,-0.008,0.793
-0.051,0.004,0.863
-0.023,0.031,0.977
-0.016,0.051,1.063
-0.043,0.09,1.129
-0.047,0.082,1.191
-0.008,0.066,1.199
0.012,0.039,1.168
0.023,0.012,1.141
0.055,-0.02,1.09
0.004,-0.008,1.066
-0.059,0.047,1.117
-0.051,0.066,1.172
-0.043,0.086,1.238
-0.023,0.125,1.293
-0.027,0.109,1.258
-0.008,0.078,1.195
0.008,0.063,1.164
0.02,0.051,1.164
0.023,0.043,1.145
0.035,0.031,1.117
0.043,0.031,1.086
0.016,0.02,1.027
-0.008,0.039,1.016
-0.027,0.051,1.035
-0.023,0.066,1.059
-0.008,0.066,1.055
0.012,0.047,1.059
0.02,0.043,1.066
0.023,0.039,1.059
0.031,0.012,1.023
0.051,-0.008,1.023
0.074,-0.02,1.027
0.066,0.004,1.066
0.063,0.02,1.109
0.031,0.055,1.141
0,0.07,1.137
-0.004,0.059,1.105
-0.012,0.043,1.07
-0.027,0.035,1.035
-0.039,0.035,1.012
-0.035,0.027,1.012
-0.027,0.027,1.039
-0.004,0.035,1.07
0.02,0.031,1.086
0.02,0.02,1.09
0.023,0.039,1.102
0.027,0.012,1.094
0.008,0.012,1.055
-0.008,-0.004,1
-0.031,0.004,0.961
-0.047,0.027,0.988
-0.031,0.039,1.031
-0.008,0.043,1.055
0.016,0.027,1.051
0.035,0.02,1.059
0.043,0.012,1.074
0.055,-0.008,1.074
0.035,-0.004,1.066
-0.012,0.012,1.051
-0.031,0.031,1.074
-0.039,0.031,1.09
-0.039,0.039,1.102
-0.023,0.027,1.098
-0.016,0.008,1.09
-0.012,0.004,1.078
-0.012,0.004,1.066
-0.008,0.012,1.066
-0.023,0.012,1.047
-0.039,-0.004,1
-0.055,-0.012,0.98
-0.059,-0.016,0.992
-0.051,0,1.031
-0.039,0.02,1.07
-0.02,0.031,1.066
0.008,0.004,1.09
0.027,-0.016,1.047
0.004,-0.035,1.008
-0.008,-0.023,1
-0.02,-0.02,1.012
-0.008,0.004,1.039
0.008,-0.012,1.102
0.023,0.02,1.156
0.016,0.012,1.148
0.004,0.02,1.129
-0.008,0.012,1.125
0.004,0,1.109
0.004,-0.016,1.09
-0.004,-0.023,1.07
-0.023,-0.031,1.066
-0.016,-0.035,1.07
-0.016,-0.035,1.078
-0.012,-0.035,1.086
-0.004,-0.027,1.063
0,-0.043,1.039
0.012,0,1.059
0.008,0,1.063
0.008,-0.008,1.059
0,-0.016,1.063
0.008,-0.02,1.07
0.008,-0.027,1.078
0.012,-0.027,1.086
0.02,-0.023,1.078
0.008,-0.027,1.07
-0.004,-0.027,1.063
-0.004,-0.035,1.066
-0.004,-0.031,1.063
0,-0.027,1.066
0.004,-0.027,1.063
0.008,-0.02,1.066
0.008,-0.02,1.066
0.012,-0.012,1.063
0.008,-0.004,1.066
0.008,-0.004,1.066
0.012,0,1.066
0.008,-0.012,1.066
0.012,-0.02,1.066
0.02,-0.023,1.066
0.02,-0.016,1.063
0.012,-0.02,1.059
0.012,-0.012,1.063
0.008,-0.02,1.066
0.004,-0.02,1.066
0.008,-0.02,1.066
0.016,-0.016,1.066
0.023,0.004,1.066
0.02,0.008,1.063
0.027,0.004,1.059
0.078,0,1.051
0.195,-0.082,1.047
0.277,-0.133,1.051
0.234,-0.105,1.066
0.09,-0.043,1.07
-0.059,0.016,1.074
-0.109,0.035,1.07
-0.133,0.043,1.059
-0.137,0.059,1.063
-0.148,0.055,1.063
-0.129,0.031,1.063
-0.047,0.008,1.063
-0.012,-0.004,1.066
-0.004,-0.008,1.066
-0.004,-0.012,1.066
0.004,-0.012,1.066
0,-0.008,1.063
-0.004,-0.008,1.066
0,-0.016,1.066
0.004,-0.012,1.063
0.004,-0.008,1.066
0,-0.008,1.063
0.004,-0.012,1.063
0,-0.012,1.063
0,-0.012,1.059
0,-0.012,1.066
-0.004,-0.012,1.066
0,-0.008,1.063
0.004,-0.004,1.063
0,-0.012,1.066
0,-0.012,1.063
0.008,-0.008,1.063
0.004,-0.012,1.066
0.008,-0.012,1.063
0.008,-0.008,1.066
0.012,-0.008,1.063
0.008,-0.012,1.063
0.004,-0.008,1.063
0,-0.004,1.059
0,-0.008,1.063
0.008,-0.008,1.063
0.004,-0.008,1.063
0.008,-0.008,1.063
0.008,-0.012,1.063
0,-0.012,1.063
0.008,-0.012,1.063
0.004,-0.012,1.063
0,-0.012,1.059
0,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.004,1.059
0.008,-0.004,1.063
0.008,-0.008,1.066
0.008,-0.012,1.063
0.004,-0.012,1.066
0.004,-0.008,1.066
0.008,-0.004,1.063
0,-0.008,1.059
0,-0.012,1.063
0.008,-0.008,1.063
0,-0.012,1.066
0.004,-0.012,1.066
0.008,-0.012,1.066
0.008,-0.012,1.066
0.008,-0.008,1.063
0.004,-0.008,1.063
0.008,-0.008,1.063
0.008,-0.008,1.063
0.004,-0.016,1.063
0.004,-0.016,1.059
0.004,-0.016,1.063
0.008,-0.016,1.066
0.004,-0.012,1.066
0.008,-0.012,1.066
0.008,-0.012,1.063
0,-0.008,1.059
0,-0.016,1.066
0.004,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.008,1.063
0.008,-0.008,1.066
0.008,-0.004,1.066
0,-0.008,1.063
0.008,-0.004,1.066
0.012,-0.008,1.066
0.008,-0.008,1.063
0.004,-0.008,1.066
0.004,-0.004,1.063
0.004,-0.008,1.063
0,-0.012,1.063
0.004,-0.008,1.066
0,-0.012,1.066
0.004,-0.012,1.066
0,-0.012,1.066
0,-0.012,1.063
0.008,-0.012,1.059
0.008,-0.004,1.063
0.008,-0.008,1.063
0.004,-0.008,1.063
0.004,-0.008,1.063
0.008,-0.004,1.063
0.008,-0.008,1.063
0.008,-0.008,1.066
0,-0.008,1.066
0.008,-0.008,1.063
0,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.008,1.066
0,-0.016,1.066
0.008,-0.016,1.066
0.008,-0.016,1.063
0.004,-0.02,1.066
0.004,-0.016,1.066
0,-0.012,1.063
0.004,-0.012,1.066
0.004,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.012,1.066
0,-0.012,1.066
0.004,-0.008,1.063
0.008,-0.008,1.063
0.004,-0.004,1.063
0.004,-0.008,1.066
0.004,-0.012,1.063
0.004,-0.016,1.059
-0.008,-0.02,1.055
0,-0.02,1.063
0,-0.016,1.066
0.004,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.012,1.063
0.008,-0.012,1.063
0.012,-0.012,1.063
0.008,-0.012,1.066
0.004,-0.008,1.063
0.008,-0.012,1.063
0.004,-0.012,1.063
0.004,-0.008,1.063
0.004,-0.008,1.059
0.004,-0.008,1.063
0.012,-0.008,1.063
0.008,-0.008,1.066
0.012,-0.008,1.066
0.008,-0.008,1.066
0.008,-0.004,1.063
0.004,-0.004,1.063
0.055,0.211,1.059
0.047,0.281,1.055
0.031,0.109,1.07
-0.035,0.051,1.063
-0.074,-0.094,1.066
-0.031,-0.191,1.086
0.09,-0.227,1.191
0.145,-0.188,1.242
0.066,-0.102,1.332
0.004,0.117,1.578
0.027,0.254,1.813
0.102,0.258,1.934
0.199,0.141,1.914
0.309,0.008,1.816
0.383,-0.121,1.625
0.398,-0.227,1.355
0.387,-0.344,1.031
0.449,-0.336,0.871
0.523,-0.277,0.809
0.563,-0.207,0.801
0.574,-0.074,0.848
0.598,0.047,0.867
0.617,0.152,0.844
0.496,0.297,0.695
0.578,0.219,0.496
0.605,0.16,0.195
0.551,0.047,-0.164
0.273,-0.027,-0.359
0.836,-0.16,1.234
1.559,0.117,1.707
1.25,-0.008,0.469
0.953,-0.09,0.098
0.859,-0.117,0.012
0.863,-0.113,0.043
0.848,-0.094,0.191
0.813,0.059,0.414
0.645,0.215,0.566
0.371,0.305,0.602
0.098,0.297,0.535
0.113,0.43,0.711
0.27,0.492,0.82
0.41,0.34,0.711
0.523,0.129,0.594
0.691,-0.043,0.574
0.84,-0.199,0.59
1.277,-0.336,0.688
1.441,-0.316,0.852
1.262,-0.266,0.871
1.137,-0.258,0.832
0.914,-0.262,0.758
0.688,-0.227,0.621
0.633,-0.266,0.598
0.633,-0.379,0.617
0.719,-0.535,0.566
0.883,-0.688,0.387
0.883,-0.742,0.23
0.766,-0.75,0.172
0.52,-0.75,0.129
0.258,-0.602,0.105
0.543,-0.719,0.336
0.371,-0.727,0.379
0.313,-0.766,0.223
0.246,-0.813,0.02
0.18,-0.871,-0.035
0.184,-0.902,-0.02
0.313,-0.945,0.055
0.484,-0.965,0.145
0.582,-0.953,0.23
0.621,-0.961,0.234
0.523,-0.992,0.164
0.363,-1.074,-0.004
0.137,-1.07,-0.012
-0.016,-1.035,0.016
-0.039,-1.004,-0.012
0.004,-1.008,0.039
0.066,-0.996,0.023
0.094,-0.961,0.027
0.086,-0.918,0.055
0.07,-0.918,0.086
0.066,-0.934,0.117
0.031,-0.977,0.164
-0.094,-1.074,0.121
-0.184,-1.203,0.164
-0.059,-1.078,-0.008
-0.039,-1.016,-0.043
0.023,-1.051,0.023
0.09,-1.066,0.063
0.074,-1.07,0.125
0.027,-1.051,0.141
-0.012,-0.996,0.125
-0.023,-0.957,0.133
-0.043,-0.973,0.121
-0.059,-0.988,0.09
-0.145,-1.051,0.168
-0.16,-1.043,0.074
-0.105,-1.094,0.07
-0.016,-1.164,0.086
0.023,-1.191,0.121
0.055,-1.117,0.137
0.117,-1.063,0.129
0.16,-1.051,0.176
0.141,-1.027,0.191
0.086,-1.004,0.191
-0.07,-1.012,0.172
-0.211,-1.051,0.113
-0.18,-1.07,0.07
-0.055,-1.035,0.07
0.043,-0.965,0.125
0.078,-0.914,0.152
0,-0.922,0.184
-0.094,-0.988,0.156
-0.18,-1.043,0.047
-0.375,-1.211,-0.027
-0.199,-1.141,-0.113
-0.02,-1.07,0.016
0.121,-1.082,0.121
0.082,-1.043,0.129
-0.016,-1.004,0.184
-0.063,-0.961,0.156
-0.023,-1.043,0.121
-0.004,-1.098,0.094
0,-1.063,0.098
0,-1.039,0.078
-0.043,-1.016,0.074
-0.074,-1,0.078
-0.113,-0.992,0.055
-0.211,-1.012,-0.031
-0.195,-1.082,-0.082
0.063,-0.926,-0.18
0.32,-0.871,0.219
0.008,-1.004,0.309
-0.008,-0.887,0.234
-0.031,-0.832,0.199
-0.035,-0.863,0.113
-0.18,-1.039,0.176
-0.105,-1.043,0.094
-0.109,-1.109,0.086
-0.086,-1.23,0.094
-0.078,-1.184,0.031
-0.078,-1.121,0.047
-0.086,-1.047,0.066
-0.059,-1.012,0.109
-0.063,-0.961,0.137
-0.059,-0.996,0.125
-0.066,-1.008,0.137
-0.035,-0.766,0.164
-0.004,-1.109,0.203
-0.004,-1.063,0.195
-0.023,-0.883,0.223
-0.023,-0.813,0.199
0.156,-0.828,0.051
0.082,-0.957,0.109
0.031,-0.984,0.113
0.008,-1,0.09
-0.016,-1.016,0.031
-0.02,-1.016,0.031
-0.023,-1.016,0.027
-0.023,-1.016,0.031
-0.02,-1.016,0.035
-0.02,-1.027,0.031
-0.02,-1.02,0.035
-0.004,-1.008,0.035
-0.031,-0.988,0.055
-0.027,-1.012,0.039
-0.035,-1.094,-0.004
-0.031,-1.16,-0.02
-0.031,-1.121,0.012
-0.031,-0.996,0.074
-0.031,-0.902,0.152
-0.016,-1.012,0.109
-0.016,-1.082,0.086
-0.008,-0.922,0.168
-0.023,-0.855,0.211
-0.027,-0.918,0.176
-0.02,-0.98,0.164
-0.031,-1.043,0.145
-0.02,-0.988,0.16
-0.02,-1.016,0.152
-0.02,-1.004,0.148
-0.027,-1.004,0.148
-0.02,-1.008,0.148
-0.023,-1.004,0.145
-0.023,-1,0.152
-0.023,-0.988,0.156
-0.023,-1.027,0.137
-0.016,-1.027,0.148
-0.027,-0.973,0.16
-0.02,-1.012,0.148
-0.031,-0.996,0.148
-0.02,-1.012,0.148
-0.023,-1,0.148
-0.02,-1.008,0.148
-0.027,-1.004,0.152
-0.027,-1.008,0.145
-0.027,-1.004,0.145
-0.023,-1,0.145
-0.023,-1.004,0.152
-0.027,-1.008,0.148
-0.027,-1.004,0.148
-0.023,-1.008,0.148
-0.023,-1.004,0.148
-0.023,-1.004,0.148
-0.023,-1.004,0.148
-0.023,-1.008,0.148
-0.023,-1.008,0.152
-0.02,-1.008,0.148
-0.023,-1.012,0.145
-0.027,-1.012,0.145
-0.027,-1.012,0.148
-0.02,-1.008,0.145
-0.023,-1.008,0.145
-0.023,-1.012,0.148
-0.023,-1.012,0.145
-0.023,-1.012,0.145
-0.023,-1.008,0.148
-0.023,-1.008,0.141
-0.023,-1.012,0.145
-0.02,-1.008,0.148
-0.016,-1.012,0.145
-0.016,-1.012,0.148
-0.02,-1.012,0.148
-0.023,-1.012,0.148
-0.023,-1.008,0.145
-0.023,-1.008,0.148
-0.023,-1.012,0.148
-0.02,-1.008,0.148
-0.02,-1.004,0.148
-0.02,-1.008,0.148
-0.023,-1.012,0.148
-0.031,-1.008,0.152
-0.02,-1.008,0.152
-0.023,-1.008,0.156
-0.027,-1.012,0.152
-0.027,-1.008,0.148
-0.023,-1.008,0.148
-0.023,-1.008,0.148
-0.027,-1.008,0.145
-0.031,-1.008,0.145
-0.027,-1.004,0.148
-0.027,-1.012,0.148
-0.023,-1.012,0.148
-0.023,-1.012,0.145
-0.016,-1.008,0.152
-0.02,-1.012,0.148
-0.023,-1.008,0.148
-0.023,-1.012,0.145
-0.02,-1.008,0.145
-0.016,-1,0.141
